,Valoración
13921,3.8
2249,3.6
18330,3.7
5480,4.1
3473,4.2
19765,4.2
8365,4.2
8510,4.0
18341,3.7
1718,3.9
12690,3.8
5803,3.9
4192,3.7
2459,3.5
5294,4.0
6794,3.9
12278,4.5
429,3.8
2966,4.4
8150,4.5
9254,3.7
2115,3.6
9464,4.0
9647,4.4
8084,3.7
20043,3.8
13260,4.0
10481,4.2
9243,3.5
10631,3.8
11016,4.2
3338,4.2
10232,4.0
7334,4.1
3008,4.1
18280,4.0
15554,4.2
17808,4.0
12115,3.9
6622,3.7
5854,3.9
14631,3.7
16781,4.2
8175,3.8
3691,3.4
18322,3.9
5768,4.2
11009,4.4
14849,4.0
4395,3.7
6206,3.5
2903,3.6
1839,4.2
11416,4.1
13364,3.6
18121,4.3
18170,4.4
18780,4.2
6759,3.9
16338,4.1
16895,4.2
6578,3.8
11063,4.4
17765,4.2
620,4.0
1656,4.2
2628,3.4
16919,3.9
17818,4.1
6509,3.9
15064,4.3
17004,4.5
17709,3.7
1999,3.7
8205,3.9
1686,4.1
3881,3.6
5287,4.3
6243,3.5
7519,3.8
16806,4.2
11316,4.1
4215,3.9
17289,3.9
6596,3.9
13794,4.1
19670,4.1
8424,4.2
3322,4.5
7225,3.7
1723,3.8
5748,3.3
6105,4.0
13079,4.2
14742,3.5
2407,3.1
8193,4.1
3465,4.3
13593,4.3
12496,3.9
14941,4.1
2171,3.5
16253,4.0
7832,4.6
3604,4.3
13728,4.2
18471,4.0
443,4.2
3076,4.5
11457,4.5
15410,4.0
376,3.9
3460,4.1
14975,4.7
825,3.9
7471,3.6
704,3.7
14121,3.7
15795,4.0
4012,3.7
2655,3.3
5478,3.7
4950,3.5
8426,4.2
14196,4.3
11207,3.8
10600,4.0
5839,3.8
9395,4.1
13634,4.2
7600,3.6
8199,4.0
12933,3.6
10981,4.3
3442,4.2
10106,4.2
6821,4.1
10195,4.2
8834,4.0
2337,3.3
4872,3.8
3066,4.2
14354,3.5
17021,4.5
11713,4.4
3909,3.1
18185,4.4
14434,4.0
11615,3.8
703,3.8
5172,3.8
1934,4.1
4694,3.5
17673,3.9
5527,4.2
10664,3.4
8032,4.4
2804,3.4
10403,3.5
14128,3.8
12082,4.3
19013,4.4
15185,3.9
4129,3.2
1049,3.9
10677,3.9
12621,3.9
14660,4.3
10993,4.0
12512,3.7
10145,4.3
4617,3.7
9419,3.4
908,3.8
13797,4.3
2293,3.7
8324,3.7
7274,4.4
5652,3.9
15495,4.2
16551,4.6
4121,3.8
12185,4.0
19396,3.9
7230,3.5
1701,3.8
5880,4.2
12919,3.4
11082,4.2
20119,3.4
978,3.9
11851,4.2
14510,3.7
14908,4.2
7731,3.9
7571,3.9
6195,3.4
9871,4.0
4960,3.7
15873,3.6
19569,3.1
4364,3.8
11918,4.2
13064,4.2
14652,4.0
10302,4.1
7700,3.8
16547,4.5
9391,3.1
16769,4.1
17277,3.7
12163,4.1
13445,3.4
2416,3.3
17156,3.8
1614,4.0
18861,4.1
2366,3.5
8395,3.8
11367,4.4
4786,4.1
3996,3.7
7075,4.2
7541,3.7
3679,3.3
17607,3.7
14883,4.1
10342,4.1
8483,4.1
9110,4.0
15379,4.1
8973,3.3
14854,4.3
18242,4.3
4970,3.8
5532,4.1
6102,4.1
6396,4.3
9682,3.8
5609,4.3
15092,4.2
8094,4.3
17245,3.4
4878,3.7
3804,3.6
15982,3.8
6487,3.8
10393,3.6
12528,3.9
7664,4.0
19734,4.3
11154,4.4
9755,4.1
7547,3.8
10364,3.6
19353,4.6
12166,4.1
19983,3.8
10301,4.2
11104,4.6
19114,3.9
2340,3.1
2913,3.5
7005,3.5
16401,3.4
17953,4.2
7208,3.8
11520,4.0
2477,3.1
9560,3.7
18352,4.1
17332,3.9
4558,3.5
12547,3.7
7905,4.2
19017,4.2
9250,3.7
8952,3.9
7040,4.1
20025,4.2
6022,3.8
1126,4.0
15250,4.1
7309,4.1
19779,4.0
6635,3.6
10105,3.9
14009,4.1
18052,3.7
1669,3.8
20147,3.4
17878,4.4
8177,3.9
11762,4.1
17466,3.8
11789,4.2
3898,3.6
6745,3.6
7920,3.6
6157,4.0
3312,4.2
479,4.1
1596,3.9
16939,4.1
9057,4.0
10969,4.1
13524,3.7
5716,4.0
1786,4.1
16528,4.3
19949,3.6
11888,4.3
14295,3.6
13942,4.0
8041,4.0
15869,3.9
883,3.7
543,4.0
13095,4.4
4919,3.9
20135,3.7
1977,4.0
18153,3.7
4457,3.7
9404,4.2
2160,3.5
7821,4.3
990,3.7
19061,3.9
18729,3.9
5435,4.1
17806,4.2
10558,4.4
17304,3.6
510,3.7
18672,4.3
8349,3.9
8195,4.1
839,3.7
15556,3.8
17342,3.6
12928,3.4
4839,4.0
4889,3.6
17361,3.9
762,4.0
16533,4.2
16464,4.4
4840,3.6
10779,4.2
7077,4.2
1142,3.4
6190,3.7
18347,3.8
9646,4.0
5462,4.0
17609,3.9
5156,4.0
1801,4.0
4756,3.6
19778,4.1
9050,3.9
13807,4.4
530,3.6
1919,3.6
15393,3.9
18197,4.5
18617,4.0
10639,4.3
1949,3.1
19206,4.3
10467,3.9
16994,4.2
17800,4.0
17987,4.2
8655,3.9
19883,3.4
18495,4.1
6342,3.9
10085,4.1
12493,3.8
12282,4.5
7895,3.9
1903,4.0
16001,3.8
6680,3.8
9983,4.4
17531,4.0
1183,3.8
3060,4.3
3859,3.7
19121,3.7
10337,3.8
288,4.0
582,3.9
4687,3.8
3270,4.5
7036,3.8
9087,4.1
3879,3.5
14627,4.1
2180,3.2
10578,4.1
7624,3.9
9726,3.4
11737,4.5
12061,3.9
18003,3.9
16077,4.0
9709,3.7
9723,3.4
17057,4.5
6202,3.5
13830,4.0
12240,4.1
7636,4.1
14194,4.4
17757,4.2
19245,4.4
13988,4.0
185,3.8
14041,3.8
18610,4.1
4062,3.6
14842,4.0
1415,4.0
19212,4.1
8785,4.1
17674,4.2
10050,4.0
9133,4.0
9039,3.8
13737,4.1
16511,4.2
14339,3.7
13469,4.4
18756,4.0
9527,4.1
6631,3.7
7381,3.8
10280,4.2
10116,3.9
2952,4.5
18333,3.8
16152,3.8
6806,3.9
12488,3.7
2205,3.7
17241,4.2
11841,4.1
19938,2.9
2456,3.4
6097,4.4
16776,4.1
17327,3.7
7476,3.9
2552,3.6
6976,3.6
1665,3.9
3837,3.5
17998,3.8
2582,3.5
802,4.0
9807,3.5
12257,4.4
12045,4.1
7964,4.0
1811,3.8
11079,4.3
3527,4.4
4295,3.7
602,3.8
10276,4.1
12375,3.6
12579,3.9
5040,3.3
10854,4.3
3275,4.1
1760,3.9
19159,3.7
9920,4.0
14516,4.0
11037,4.1
11326,3.7
18368,4.1
9947,4.0
19262,4.2
43,3.7
8786,4.0
4969,3.8
19783,4.2
10221,4.5
10265,3.9
16900,4.2
16072,4.0
874,3.8
6878,4.1
10385,3.5
1626,4.0
14930,3.9
13985,3.8
2280,3.4
16912,4.5
979,4.0
18664,4.1
3819,3.6
19665,3.2
17324,3.4
11574,4.2
1179,3.8
1018,3.6
2955,4.3
10369,3.5
18998,4.4
18022,4.1
2400,3.0
6946,4.2
4646,3.7
18222,4.6
15109,4.3
12067,4.0
5426,4.4
949,3.9
15973,4.1
11472,4.0
5675,3.8
9438,4.3
15853,3.8
10213,3.8
5605,4.3
15777,3.8
321,3.3
13080,4.6
16859,3.1
8218,4.4
14082,3.3
16735,3.9
11328,4.0
7255,3.8
15611,4.2
4359,4.3
17675,4.3
948,3.8
19891,3.7
16822,4.0
14330,3.7
15029,4.1
5228,4.1
18117,4.1
18070,4.0
4227,3.8
12421,3.5
19853,4.3
10483,3.8
12023,3.6
9465,4.2
8732,4.0
6394,4.2
5120,3.9
10748,3.6
12598,4.0
5239,3.8
8290,4.3
16938,4.3
17993,4.4
7392,3.7
11431,4.5
110,4.0
14622,4.3
16742,3.8
4077,3.6
15244,3.8
19871,3.8
6561,3.7
8814,3.8
10799,4.3
8438,4.0
5063,3.9
12239,3.9
95,4.0
8724,4.2
9596,3.9
2611,4.0
14625,4.0
11889,4.5
11026,4.3
16393,3.8
18722,4.0
5704,3.6
16828,3.9
6458,3.9
9383,4.1
17938,3.9
6743,3.9
10563,4.0
4791,3.5
13149,4.2
8086,4.2
319,4.2
10510,4.3
8661,3.7
5914,4.3
5615,4.4
10844,4.3
5494,3.4
14087,3.9
330,4.0
3116,4.1
9548,4.2
3331,4.5
613,3.6
17950,4.4
12912,3.9
9694,3.5
19944,3.5
6159,4.0
10040,4.0
15818,3.9
11687,4.3
9385,3.9
9424,3.8
9996,4.1
9069,3.9
13978,3.5
7497,4.0
16229,4.0
3464,4.2
12623,4.0
6901,3.7
7875,3.9
6126,3.7
1278,3.9
19480,4.1
9263,4.2
10133,3.9
12136,4.1
6058,3.5
14661,3.9
15832,3.9
7019,3.9
5689,3.7
17702,4.1
51,3.8
8501,4.1
92,4.1
8219,4.2
16430,3.5
4329,4.0
13472,3.8
13769,4.4
19201,4.1
7445,3.8
13109,3.8
8555,3.8
9333,3.8
13251,4.2
5341,4.5
14848,4.0
11518,4.1
7823,4.4
7972,4.1
3869,3.5
10731,3.6
9406,4.3
2593,3.3
17980,4.1
9984,4.0
4526,3.9
8485,4.1
17554,3.8
6051,3.9
8167,3.6
10994,4.2
6677,3.7
10509,4.2
14706,3.8
7637,4.2
17121,4.1
573,3.6
11418,4.4
6994,3.7
5397,4.0
10181,4.1
8874,4.1
5680,3.7
68,3.7
19508,4.0
14926,4.1
4746,3.7
9120,4.1
15169,3.9
12640,3.9
5692,3.8
10649,4.2
15504,4.3
10242,4.2
11568,3.8
4341,3.9
3017,4.5
10614,4.3
15702,3.7
12406,3.7
9441,3.9
4075,3.7
17759,4.0
14332,3.6
11998,3.6
14704,3.4
12656,4.1
3495,4.2
15309,4.2
10996,3.9
12808,4.1
9264,3.9
1485,4.0
17096,4.1
7653,4.2
11545,3.8
14097,3.7
16544,4.5
675,3.9
5134,3.7
23,4.0
19024,3.9
10650,4.0
12308,4.2
3046,4.4
2036,3.9
3065,4.5
10072,4.2
6110,4.0
14256,4.4
7099,3.8
6376,3.9
7872,3.9
7981,4.0
9274,3.9
6928,3.8
1041,4.1
8871,4.2
19959,3.7
114,3.7
6992,3.5
4250,3.7
7551,4.1
8423,4.1
9672,3.6
16863,4.2
3853,3.7
5814,4.2
12958,3.6
19054,4.3
1758,3.8
13164,3.5
7645,4.1
3680,3.2
13028,4.2
18136,4.0
3598,4.4
13539,4.1
7411,3.8
9925,3.9
9061,3.9
6279,4.2
9277,4.0
16580,3.9
6320,3.8
14721,3.8
17637,4.1
9510,4.1
1780,3.8
9832,3.6
14182,4.4
3822,3.5
14929,4.5
19162,4.4
5838,4.2
12415,3.8
13889,3.9
5044,3.8
15882,3.5
3838,3.6
6352,3.7
9799,3.6
19937,3.7
16874,3.1
10038,4.3
15251,3.7
15053,4.3
7791,4.6
15651,4.2
15443,4.2
14387,4.2
9163,3.9
17393,4.2
2984,4.3
3279,4.1
2815,3.3
2649,3.6
4923,4.2
12471,3.9
2347,3.3
12028,4.0
17172,4.4
10533,4.0
6636,3.7
15698,3.8
6709,3.6
1414,4.1
16435,3.6
19630,3.9
8861,4.2
6158,3.9
3033,4.3
19092,4.0
3628,4.0
16123,4.1
13127,4.3
5557,4.2
1348,3.7
8496,4.0
7064,3.9
18294,4.0
5897,4.3
8563,4.2
1618,3.8
8472,4.1
7046,4.0
2924,3.5
3206,4.7
17769,4.1
4274,3.4
11609,4.1
13515,4.1
18734,4.1
12024,3.7
1950,3.9
4829,3.8
14399,4.1
10546,3.8
1068,3.8
3660,4.1
11151,4.4
2470,3.5
2274,3.7
1265,3.8
9283,3.9
7865,4.0
15474,4.1
3038,4.3
14861,4.0
14460,3.9
8775,3.8
14801,4.2
5032,4.1
18679,4.0
347,4.4
2260,3.5
6278,3.8
13268,4.3
7092,4.0
15952,3.8
5881,4.1
4952,3.9
8763,4.0
1477,3.8
8373,4.0
9329,3.6
17477,4.1
14447,3.9
7249,4.2
255,3.8
7284,3.8
9199,3.6
4513,3.5
107,4.2
3717,3.7
6703,3.7
416,4.3
6517,3.9
13553,3.9
10173,3.9
11809,4.0
11419,4.1
13038,4.2
16178,3.9
14753,3.6
4606,3.5
16842,4.0
16341,4.2
1900,3.7
7566,3.8
19242,4.1
39,3.9
13383,3.5
13545,4.2
11251,4.2
2980,4.3
18291,3.5
19511,4.2
3544,3.9
2867,3.6
14234,4.3
14174,4.6
4570,4.0
6455,3.6
1878,4.2
17403,4.0
3897,3.7
2729,3.4
13805,4.2
6851,4.2
414,4.1
7888,4.1
6387,4.2
9939,4.1
16627,3.5
16102,3.8
6486,4.2
19955,3.6
6334,3.9
14594,4.0
5933,4.0
12693,3.7
8066,4.2
12681,3.5
19330,4.4
1787,4.2
36,4.0
7768,4.3
4187,3.5
19355,3.8
1555,3.7
7253,4.2
6399,4.5
16092,3.8
13625,4.4
16462,4.5
3708,3.9
10255,4.7
14379,4.0
11863,3.9
5776,4.3
10036,4.0
13672,4.1
17963,3.8
7074,3.9
15909,4.0
19837,3.9
17345,3.6
1746,3.8
13437,3.5
12788,4.3
16619,4.0
7261,4.1
10220,4.2
4038,3.3
3705,3.5
3955,3.9
19629,3.7
3428,4.2
18597,3.9
2507,3.5
4681,3.7
8403,3.7
4747,3.7
10744,3.7
17307,3.8
17283,3.9
16852,4.0
19549,4.2
10886,4.2
1809,3.8
17917,4.3
14230,4.2
17297,3.8
19423,3.7
1715,3.8
8995,3.7
7615,4.0
8677,4.0
6437,4.3
13529,4.2
5829,3.9
17367,4.1
14500,3.8
7352,3.9
11757,4.1
12798,4.0
1250,4.1
6930,4.0
18778,4.2
15987,3.2
17641,4.0
13990,3.5
8992,4.0
13134,4.0
4861,3.8
2303,3.8
6909,3.8
12056,4.0
16086,4.0
8911,4.2
8582,4.0
19504,3.9
18494,3.8
8251,4.4
16227,4.2
6681,3.7
8931,4.0
14701,3.7
14805,4.3
10370,3.6
2822,3.5
16607,4.3
1973,4.0
19852,4.2
267,4.1
11093,4.5
15733,3.5
2770,3.4
2329,3.5
13567,4.3
13368,3.6
18166,4.6
7992,4.1
16638,3.9
11293,4.6
318,3.9
1536,3.9
1471,3.9
12410,3.6
1369,4.0
740,3.8
11937,4.2
1188,3.8
17062,4.5
17216,4.0
11710,4.2
18172,4.4
7384,4.0
3487,4.2
6045,4.1
14411,3.9
11702,4.1
1233,4.0
14912,4.0
10328,4.1
11712,4.1
19018,4.3
9124,3.9
9606,4.3
12285,4.1
1291,3.8
10367,3.5
9420,3.8
14380,4.1
7863,4.3
13112,4.6
11960,4.0
562,4.0
1031,3.9
5766,3.9
17704,3.8
12879,3.0
19585,3.8
7059,4.0
4377,3.5
15451,4.3
14878,4.3
6977,3.7
17414,4.1
18866,4.1
15985,3.8
5713,3.3
7641,4.0
1249,4.0
16923,4.2
18876,4.1
2218,3.4
10869,4.3
18111,4.2
16513,4.3
16999,4.2
16953,3.7
18087,4.1
15258,3.7
14680,3.6
6335,3.5
4549,3.6
13005,4.0
7045,4.2
11288,4.3
12204,3.9
2354,3.7
17814,4.3
13171,3.2
16581,3.9
5328,4.4
1434,4.0
264,3.9
8325,4.0
18272,4.0
14495,3.5
10856,4.4
17754,4.1
13346,3.9
6348,3.7
8585,3.9
3378,4.4
14169,4.4
11954,4.4
8621,3.8
1437,3.8
15648,4.2
7961,4.0
11572,3.9
4692,3.9
7442,3.6
6256,3.5
20100,4.0
8595,4.0
18441,3.6
9890,4.0
65,4.0
18993,4.1
16356,4.4
18128,3.9
6186,3.6
14953,4.1
2865,3.2
12462,3.7
16058,3.9
5113,3.6
4408,3.6
6026,3.9
15551,4.2
6891,4.1
7513,4.1
1421,4.1
11915,3.3
19471,4.1
18155,3.6
8001,4.2
7103,4.1
4349,4.0
1660,3.5
73,3.7
1843,4.2
770,3.6
17036,4.3
1285,3.5
17224,4.4
11318,3.9
1941,3.8
19015,4.3
10134,3.9
8266,4.1
3397,4.3
10537,4.0
5064,4.0
19705,3.8
4027,3.8
17649,3.9
17041,3.9
18535,3.4
5898,4.4
14995,4.6
3963,3.5
3937,3.1
11119,4.4
10792,4.2
1110,3.7
4414,3.7
10350,4.4
19221,3.7
15872,3.8
3146,4.5
1377,3.8
17378,4.2
7508,3.5
144,4.1
6193,3.6
3514,4.3
18731,4.0
7273,4.2
6072,4.1
13269,4.0
17915,4.3
16460,4.2
13736,4.2
19548,4.2
1830,3.8
4181,3.6
18526,3.8
17026,3.8
5958,3.7
12052,3.7
19500,3.8
1055,3.8
16546,4.3
594,4.0
13378,3.5
1525,3.9
9620,4.2
5825,4.4
5154,3.8
12366,3.6
15421,4.0
16267,3.9
17075,4.1
13271,4.1
761,3.4
7825,4.1
15778,4.2
12460,4.0
15852,3.9
81,3.9
7043,4.1
14220,4.3
8725,3.9
958,3.6
8665,4.1
6610,3.6
16172,4.1
10389,3.5
7239,4.0
10572,4.2
15750,4.0
3954,3.3
4403,3.5
15116,4.2
18110,4.3
4511,3.6
17434,4.2
6858,4.1
5354,4.2
4587,3.8
16602,3.8
15632,4.2
11244,4.2
15751,4.6
17161,4.3
16614,4.1
3724,4.0
1264,3.7
4867,4.0
15866,3.6
7256,3.8
13498,4.0
16028,3.9
13847,4.0
4374,3.5
4087,3.8
15841,4.2
13009,3.9
1897,4.0
12455,3.7
7417,3.7
17684,4.1
12716,3.8
15734,4.7
2529,3.2
15183,3.6
8105,4.4
6923,4.1
8908,4.3
660,3.6
18732,4.1
8745,4.0
1118,3.8
1287,4.0
6205,3.6
12741,3.9
7359,3.7
2316,3.4
1417,4.1
9889,3.9
7,4.1
15988,3.5
994,3.6
11310,3.9
4292,3.7
9817,2.6
10975,4.1
2409,3.3
296,4.1
1864,3.9
14836,4.2
16816,4.3
11369,4.4
13913,4.2
10412,3.3
1145,3.9
5790,4.4
19057,4.4
14916,4.0
19686,4.0
10860,4.1
17563,3.6
10647,4.2
3612,3.9
15735,4.7
11489,4.1
17574,4.0
12984,4.1
19986,4.0
13371,3.6
11649,4.0
8382,4.1
9595,4.0
477,3.8
16161,4.2
18240,4.4
4190,3.9
18690,4.0
12177,4.1
13610,4.6
13562,4.2
11525,3.7
19644,3.9
658,4.2
2723,3.4
1793,3.2
15543,3.7
5431,3.9
15534,4.2
493,3.8
4253,3.8
14915,3.8
1463,3.7
13138,4.0
16021,3.9
4008,3.6
2287,3.5
19083,3.8
10076,4.1
9158,4.0
444,4.1
8631,3.8
672,3.9
13784,4.2
9752,3.7
14430,3.9
5741,3.5
1494,3.9
11533,3.7
5261,3.7
19349,4.2
3751,3.6
17354,3.7
756,3.6
20118,3.9
12370,4.1
10127,4.2
19100,3.7
11777,3.8
18752,4.0
1374,3.9
20047,4.2
17143,4.1
6573,3.8
537,3.4
8905,4.1
11510,3.9
6145,3.8
646,3.8
11897,3.8
2186,3.7
16076,3.9
19232,4.3
19649,3.4
9602,4.1
14767,4.1
9840,3.4
1884,4.0
14920,4.1
14709,4.0
12803,4.1
3030,4.4
2102,3.7
15290,4.2
7146,3.8
3891,4.0
14774,3.9
1995,3.6
18908,4.4
5404,4.1
19373,3.8
5293,4.1
8052,3.3
18936,4.3
11608,4.0
4925,3.7
11907,4.5
19885,3.8
11430,4.5
9423,3.9
2978,4.3
3573,3.9
17741,4.0
14874,4.1
17693,4.4
1115,3.8
10441,3.5
3466,4.1
5145,3.9
9852,4.1
14868,4.1
10666,3.5
16910,4.1
7389,3.9
14986,4.7
11347,4.1
9654,4.3
8233,4.5
11447,4.3
2538,3.7
12604,4.1
5384,3.8
16668,4.0
7625,4.3
9028,3.9
7026,3.5
10514,4.3
799,3.5
18869,4.2
427,4.0
10591,3.9
15713,3.8
19300,3.9
16530,4.6
16343,4.1
15212,4.2
7635,3.9
3131,4.3
232,3.9
3037,4.4
14771,4.0
17239,4.4
12123,3.6
17839,4.2
7424,3.4
17999,4.0
11124,4.6
18467,4.0
9535,3.9
19684,4.3
5370,4.2
16453,3.8
10520,4.0
10258,4.7
16615,3.8
3157,4.5
6885,3.8
7343,3.6
17605,4.0
10114,3.9
7903,3.6
9330,3.8
6740,3.6
13360,4.1
14781,4.2
4412,3.8
2314,3.4
2018,4.0
7413,4.0
16821,4.1
11434,4.1
11075,4.1
11920,3.9
19924,3.9
10347,4.0
9451,4.3
3424,4.1
12077,3.9
15323,4.0
12070,4.0
10843,4.6
19900,3.6
4080,3.8
4962,3.8
13632,4.3
16485,4.4
8210,3.8
797,3.8
5468,3.7
1883,4.0
12670,3.7
16491,4.4
2372,3.2
8012,4.2
1198,3.3
11452,4.2
13168,3.5
6168,3.7
4094,3.7
13940,3.9
480,4.0
7127,4.3
16468,4.3
15627,4.2
8262,4.4
6940,4.0
11142,3.7
1331,3.5
16862,4.2
3305,4.1
4355,4.0
3104,4.2
15122,4.2
9732,3.9
20003,3.9
1420,4.2
5205,3.3
14698,3.7
16075,3.9
12091,3.8
1709,3.8
9256,3.6
430,4.0
12035,3.8
10665,3.6
2328,3.7
227,3.6
9854,3.7
577,3.5
4233,3.6
684,3.7
6819,4.2
7751,3.5
5220,3.9
3785,3.6
9927,3.8
5795,4.4
8954,3.9
8752,4.3
8989,3.6
13796,4.2
12530,3.6
6974,3.7
15743,4.6
8495,4.2
6038,4.3
6432,4.2
11058,4.2
14792,4.6
2758,3.6
17268,3.7
1654,4.1
1292,4.0
7856,4.1
18695,4.1
591,3.6
16704,3.8
18290,3.9
5137,3.8
14068,3.4
12859,4.2
18822,4.3
13290,4.2
18154,3.2
15077,4.3
5698,3.8
13594,4.6
4979,3.9
4888,3.7
14642,3.7
17343,4.0
2847,2.9
8371,4.1
11019,4.3
13540,4.2
10018,4.4
12106,4.0
4635,3.7
3540,4.2
5877,4.1
2383,3.2
19314,4.1
5978,3.7
1160,3.9
5956,4.0
8968,3.6
12566,4.0
13635,4.6
15552,4.1
2768,3.5
2634,3.2
1573,3.8
18772,4.3
3951,3.3
11057,4.4
15536,4.1
13016,4.0
18432,3.9
1329,3.8
15003,4.5
3916,3.6
3772,3.3
5485,4.3
6082,3.6
11844,4.2
1050,4.1
623,4.2
8010,4.2
12463,4.2
9532,4.0
20049,3.9
9293,3.8
10432,3.7
3080,4.5
1501,4.0
4995,3.8
11624,3.9
10227,4.6
11218,3.8
17790,3.9
12446,3.7
7771,3.9
2532,3.5
14782,4.0
12907,3.5
1100,3.8
14304,3.7
13322,4.2
18213,4.5
13574,4.3
13199,3.3
4722,3.4
6113,3.6
4238,3.6
7979,3.8
6436,3.9
12712,3.8
14475,3.6
7033,3.6
19041,4.0
10713,3.7
11742,3.8
1472,3.8
13107,4.4
12065,4.2
13688,3.9
18586,3.6
849,3.6
17753,4.0
14629,3.7
15511,4.1
15658,4.1
10448,3.6
2210,3.6
16989,4.1
3202,4.3
19348,4.2
14464,3.6
19128,3.9
9729,3.5
1284,3.9
8607,3.2
3593,4.5
19415,3.8
13335,3.4
12536,3.8
11584,4.2
3271,4.4
4717,3.5
1004,3.7
15820,3.9
16478,4.1
16516,3.8
8458,4.3
16203,4.0
18094,3.9
6213,3.4
15779,4.0
13459,3.6
3542,4.0
17654,3.8
253,3.8
15930,3.5
20066,3.5
9341,4.0
2142,3.6
6093,4.4
6404,3.7
7633,4.0
1728,4.1
9275,3.7
1671,4.1
17167,4.3
10324,4.3
13637,4.4
9696,3.6
1971,3.9
17603,4.3
14994,4.6
13822,4.1
7808,4.2
694,3.8
5730,3.7
17542,4.0
18002,4.0
17720,4.1
17233,4.3
10881,4.0
19726,4.2
15499,4.2
11514,3.7
11767,4.1
3094,4.1
14347,3.5
7365,4.0
2114,3.3
15013,4.3
2273,3.6
12001,3.7
3244,4.1
16503,4.4
6183,3.5
5041,3.9
4817,3.5
11283,4.2
3563,4.2
11869,4.0
11014,4.2
11661,4.0
6177,3.4
12431,3.7
6313,3.9
11320,4.4
18381,4.0
656,4.0
6685,3.5
18974,3.9
17984,3.8
12525,4.2
16673,3.9
10287,4.1
3231,3.9
17802,4.2
2484,3.4
7206,4.2
5968,4.2
18871,3.7
952,3.8
9362,3.9
10475,4.1
5665,3.6
11698,4.3
7029,3.6
18042,4.2
3409,4.3
4775,3.9
14312,3.7
16477,4.4
13714,4.1
1461,4.1
9025,4.1
10498,4.1
7954,3.9
12500,4.3
13496,3.6
11519,4.0
10433,3.6
5152,3.7
1146,3.6
1937,3.9
12535,3.9
18101,4.2
17648,3.7
14857,4.2
5915,4.1
456,3.9
10539,4.3
5398,4.3
19576,3.3
3858,3.7
96,4.1
3130,4.0
8016,3.8
6781,4.2
6619,3.7
2627,3.5
3773,3.8
2239,3.3
3663,4.2
13190,3.3
14127,3.9
5138,4.0
14320,3.4
2389,3.5
12789,4.3
17065,4.1
13476,3.9
3082,4.2
15579,4.2
11402,4.3
10084,3.9
5592,4.2
1663,4.1
2901,3.5
4099,3.5
4268,3.8
18259,3.9
15322,3.8
16891,4.3
8128,4.1
6884,3.8
15044,4.3
10091,4.1
2397,3.2
8900,4.2
4184,3.6
18107,3.9
2576,3.6
2373,3.2
15938,3.4
6634,3.6
16541,4.3
15377,4.0
14797,4.3
16703,3.7
9474,4.2
11629,4.2
19948,3.8
5641,3.6
9002,4.2
9288,3.9
2515,3.8
4262,3.6
14417,4.0
19664,4.0
415,3.8
10176,3.9
5013,4.0
15198,4.0
5779,4.0
7189,4.6
11230,4.1
3695,3.6
710,4.0
18684,3.9
4503,3.6
17644,3.9
9442,4.3
17129,3.9
10632,3.8
1495,4.2
11887,4.1
16690,4.0
6250,3.9
9434,4.5
12168,4.3
4091,3.7
17785,4.2
2888,3.7
4928,3.8
14306,3.3
1523,4.1
16552,4.0
10866,4.0
7250,4.1
5206,4.0
1241,4.0
1406,4.0
3319,4.4
14599,4.1
15051,4.0
916,3.7
527,3.9
11922,3.8
15530,4.2
14669,4.2
19819,4.2
2819,3.5
12021,4.1
19653,3.7
12397,3.9
19167,4.3
6265,4.0
11567,4.1
3012,4.2
17423,4.1
14484,4.1
9679,3.6
11214,3.9
6108,3.9
774,4.0
11633,4.0
1631,3.7
18145,4.0
13872,4.3
11783,4.0
14954,3.9
8662,3.9
2750,3.4
11974,3.8
17360,4.2
18855,4.0
13915,3.9
10376,3.2
18647,3.8
9184,3.9
598,4.0
4562,3.5
14371,4.1
4001,3.7
4659,3.6
17117,3.9
12979,4.3
4684,3.5
13345,4.0
15103,4.3
6218,3.5
8664,4.0
11914,4.2
15781,3.5
5080,3.7
12995,4.0
5791,4.2
16420,3.7
17010,4.3
1446,4.2
10606,4.0
13044,4.1
17747,4.1
13061,4.1
15063,4.3
7310,4.0
7035,3.6
6001,3.9
2837,3.3
14229,4.5
3757,2.7
3218,4.2
15649,4.3
3520,4.1
6595,3.6
5948,4.3
12104,4.1
2588,3.6
4695,3.7
19814,4.1
18439,3.8
5241,3.5
9951,3.9
13015,3.8
18784,4.2
8644,3.9
6807,3.8
19668,4.2
9045,3.9
18270,3.8
14050,3.9
2464,3.5
10334,4.2
15968,4.0
15284,4.0
4483,3.4
9181,3.6
14924,4.1
12087,3.9
18178,4.4
10868,4.0
7235,3.9
4608,3.9
13821,3.9
500,3.9
10672,3.3
15172,3.6
1046,3.8
16110,3.9
9194,4.1
12578,4.2
19899,3.6
11711,4.4
13488,4.2
12576,4.1
3139,4.4
12915,3.4
17671,4.3
16568,4.0
777,4.3
10200,4.3
16127,3.7
16563,3.7
4019,3.5
9387,3.8
9554,3.9
13905,4.1
12147,3.9
10237,4.1
15705,3.5
15958,3.8
6084,3.8
9306,3.9
2982,4.7
16830,4.1
17883,4.3
16061,3.7
5891,4.2
14236,4.2
10613,4.1
9188,4.2
9157,3.6
6006,4.0
565,3.5
4118,3.9
5900,4.2
840,3.9
3888,3.8
9835,3.1
